2021-11-21 17:31:44 [-3000]  T[0]  Resurrection Check Turn Left:-9
2021-11-21 17:31:44 [-2700]  T[10]  Resurrection Check Turn Left:1
2021-11-21 17:31:44 [-2400]  T[20]  Resurrection Check Turn Left:11
2021-11-21 17:36:00 [-160]  T[130]  [China]  Stability Category 0 is 1
2021-11-21 17:36:00 [-160]  T[130]  [China]  Stability Category 1 is 0
2021-11-21 17:36:00 [-160]  T[130]  [China]  Stability Category 2 is 8
2021-11-21 17:36:00 [-160]  T[130]  [China]  Stability Category 3 is 0
2021-11-21 17:36:00 [-160]  T[130]  [China]  Stability Category 4 is 0
2021-11-21 17:36:00 [-160]  T[130]  [India]  Stability is 17
2021-11-21 17:36:00 [-160]  T[130]  [India]  Stability Category 0 is 2
2021-11-21 17:36:00 [-160]  T[130]  [India]  Stability Category 1 is 6
2021-11-21 17:36:00 [-160]  T[130]  [India]  Stability Category 2 is 10
2021-11-21 17:36:00 [-160]  T[130]  [India]  Stability Category 3 is 0
2021-11-21 17:36:00 [-160]  T[130]  [India]  Stability Category 4 is -1
2021-11-21 17:36:00 [-160]  T[130]  [Polynesia]  Stability is -1
2021-11-21 17:36:00 [-160]  T[130]  [Polynesia]  Stability Category 0 is 0
2021-11-21 17:36:00 [-160]  T[130]  [Polynesia]  Stability Category 1 is -3
2021-11-21 17:36:00 [-160]  T[130]  [Polynesia]  Stability Category 2 is 2
2021-11-21 17:36:00 [-160]  T[130]  [Polynesia]  Stability Category 3 is 0
2021-11-21 17:36:00 [-160]  T[130]  [Polynesia]  Stability Category 4 is 0
2021-11-21 17:36:00 [-160]  T[130]  Resurrection Check Turn Left:121
2021-11-21 17:36:00 [-160]  T[130]  [Rome]  Stability is 4
2021-11-21 17:36:00 [-160]  T[130]  [Rome]  Stability Category 0 is 3
2021-11-21 17:36:00 [-160]  T[130]  [Rome]  Stability Category 1 is -6
2021-11-21 17:36:00 [-160]  T[130]  [Rome]  Stability Category 2 is 8
2021-11-21 17:36:00 [-160]  T[130]  [Rome]  Stability Category 3 is -1
2021-11-21 17:36:00 [-160]  T[130]  [Rome]  Stability Category 4 is 0
2021-11-21 17:36:00 [-160]  T[130]  [Greece]  Stability is 10
2021-11-21 17:36:00 [-160]  T[130]  [Greece]  New Stability Level is 3
2021-11-21 17:36:00 [-160]  T[130]  [Greece]  Stability Category 0 is 1
2021-11-21 17:36:00 [-160]  T[130]  [Greece]  Stability Category 1 is 6
2021-11-21 17:36:00 [-160]  T[130]  [Greece]  Stability Category 2 is 3
2021-11-21 17:36:00 [-160]  T[130]  [Greece]  Stability Category 3 is 0
2021-11-21 17:36:00 [-160]  T[130]  [Greece]  Stability Category 4 is 0
2021-11-21 17:36:00 [-160]  T[130]  [Egypt]  Stability is 10
2021-11-21 17:36:00 [-160]  T[130]  [Egypt]  Stability Category 0 is 3
2021-11-21 17:36:00 [-160]  T[130]  [Egypt]  Stability Category 1 is 3
2021-11-21 17:36:00 [-160]  T[130]  [Egypt]  Stability Category 2 is 5
2021-11-21 17:36:00 [-160]  T[130]  [Egypt]  Stability Category 3 is -1
2021-11-21 17:36:00 [-160]  T[130]  [Egypt]  Stability Category 4 is 0
2021-11-21 17:36:00 [-145]  T[131]  [Carthage]  Stability is 7
2021-11-21 17:36:00 [-145]  T[131]  [Carthage]  Stability Category 0 is 0
2021-11-21 17:36:00 [-145]  T[131]  [Carthage]  Stability Category 1 is 3
2021-11-21 17:36:00 [-145]  T[131]  [Carthage]  Stability Category 2 is 6
2021-11-21 17:36:00 [-145]  T[131]  [Carthage]  Stability Category 3 is 0
2021-11-21 17:36:00 [-145]  T[131]  [Carthage]  Stability Category 4 is -2
2021-11-21 17:36:00 [-130]  T[132]  [Greece]  Stability is 8
2021-11-21 17:36:00 [-130]  T[132]  [Greece]  Stability Category 0 is 1
2021-11-21 17:36:00 [-130]  T[132]  [Greece]  Stability Category 1 is 6
2021-11-21 17:36:00 [-130]  T[132]  [Greece]  Stability Category 2 is 3
2021-11-21 17:36:00 [-130]  T[132]  [Greece]  Stability Category 3 is -1
2021-11-21 17:36:00 [-130]  T[132]  [Greece]  Stability Category 4 is -1
2021-11-21 17:36:00 [-130]  T[132]  [Egypt]  Stability is 10
2021-11-21 17:36:00 [-130]  T[132]  [Egypt]  New Stability Level is 2
2021-11-21 17:36:00 [-130]  T[132]  [Egypt]  Stability Category 0 is 2
2021-11-21 17:36:00 [-130]  T[132]  [Egypt]  Stability Category 1 is 3
2021-11-21 17:36:00 [-130]  T[132]  [Egypt]  Stability Category 2 is 5
2021-11-21 17:36:00 [-130]  T[132]  [Egypt]  Stability Category 3 is 0
2021-11-21 17:36:00 [-130]  T[132]  [Egypt]  Stability Category 4 is 0
2021-11-21 17:36:00 [-130]  T[132]  [Carthage]  Stability is 7
2021-11-21 17:36:00 [-130]  T[132]  [Carthage]  Stability Category 0 is 0
2021-11-21 17:36:00 [-130]  T[132]  [Carthage]  Stability Category 1 is 3
2021-11-21 17:36:00 [-130]  T[132]  [Carthage]  Stability Category 2 is 6
2021-11-21 17:36:00 [-130]  T[132]  [Carthage]  Stability Category 3 is 0
2021-11-21 17:36:00 [-130]  T[132]  [Carthage]  Stability Category 4 is -2
2021-11-21 17:36:00 [-115]  T[133]  [China]  Stability is 9
2021-11-21 17:36:00 [-115]  T[133]  [China]  Stability Category 0 is 1
2021-11-21 17:36:00 [-115]  T[133]  [China]  Stability Category 1 is 0
2021-11-21 17:36:00 [-115]  T[133]  [China]  Stability Category 2 is 8
2021-11-21 17:36:00 [-115]  T[133]  [China]  Stability Category 3 is 0
2021-11-21 17:36:00 [-115]  T[133]  [China]  Stability Category 4 is 0
2021-11-21 17:36:00 [-115]  T[133]  [Greece]  Stability is 6
2021-11-21 17:36:00 [-115]  T[133]  [Greece]  Stability Category 0 is 1
2021-11-21 17:36:00 [-115]  T[133]  [Greece]  Stability Category 1 is 3
2021-11-21 17:36:00 [-115]  T[133]  [Greece]  Stability Category 2 is 4
2021-11-21 17:36:00 [-115]  T[133]  [Greece]  Stability Category 3 is 0
2021-11-21 17:36:00 [-115]  T[133]  [Greece]  Stability Category 4 is -2
2021-11-21 17:36:00 [-115]  T[133]  [Egypt]  Stability is 6
2021-11-21 17:36:00 [-115]  T[133]  [Egypt]  Stability Category 0 is 2
2021-11-21 17:36:00 [-115]  T[133]  [Egypt]  Stability Category 1 is 0
2021-11-21 17:36:00 [-115]  T[133]  [Egypt]  Stability Category 2 is 4
2021-11-21 17:36:00 [-115]  T[133]  [Egypt]  Stability Category 3 is 0
2021-11-21 17:36:00 [-115]  T[133]  [Egypt]  Stability Category 4 is 0
2021-11-21 17:36:00 [-85]  T[135]  [Rome]  Stability is 3
2021-11-21 17:36:00 [-85]  T[135]  [Rome]  Stability Category 0 is 4
2021-11-21 17:36:00 [-85]  T[135]  [Rome]  Stability Category 1 is -6
2021-11-21 17:36:00 [-85]  T[135]  [Rome]  Stability Category 2 is 8
2021-11-21 17:36:00 [-85]  T[135]  [Rome]  Stability Category 3 is -1
2021-11-21 17:36:00 [-85]  T[135]  [Rome]  Stability Category 4 is -2
2021-11-21 17:36:00 [-70]  T[136]  [China]  Stability is 15
2021-11-21 17:36:00 [-70]  T[136]  [China]  New Stability Level is 3
2021-11-21 17:36:00 [-70]  T[136]  [China]  Stability Category 0 is 1
2021-11-21 17:36:00 [-70]  T[136]  [China]  Stability Category 1 is 6
2021-11-21 17:36:00 [-70]  T[136]  [China]  Stability Category 2 is 8
2021-11-21 17:36:00 [-70]  T[136]  [China]  Stability Category 3 is 0
2021-11-21 17:36:00 [-70]  T[136]  [China]  Stability Category 4 is 0
2021-11-21 17:36:00 [-70]  T[136]  [Carthage]  Stability is 9
2021-11-21 17:36:00 [-70]  T[136]  [Carthage]  Stability Category 0 is 0
2021-11-21 17:36:00 [-70]  T[136]  [Carthage]  Stability Category 1 is 6
2021-11-21 17:36:00 [-70]  T[136]  [Carthage]  Stability Category 2 is 7
2021-11-21 17:36:00 [-70]  T[136]  [Carthage]  Stability Category 3 is 0
2021-11-21 17:36:00 [-70]  T[136]  [Carthage]  Stability Category 4 is -4
2021-11-21 17:36:00 [-70]  T[136]  [Greece]  Stability is 6
2021-11-21 17:36:00 [-70]  T[136]  [Greece]  Stability Category 0 is 1
2021-11-21 17:36:00 [-70]  T[136]  [Greece]  Stability Category 1 is 6
2021-11-21 17:36:00 [-70]  T[136]  [Greece]  Stability Category 2 is 3
2021-11-21 17:36:00 [-70]  T[136]  [Greece]  Stability Category 3 is -1
2021-11-21 17:36:00 [-70]  T[136]  [Greece]  Stability Category 4 is -3
2021-11-21 17:36:00 [-70]  T[136]  [Egypt]  Stability is 3
2021-11-21 17:36:00 [-70]  T[136]  [Egypt]  Stability Category 0 is 1
2021-11-21 17:36:00 [-70]  T[136]  [Egypt]  Stability Category 1 is 0
2021-11-21 17:36:00 [-70]  T[136]  [Egypt]  Stability Category 2 is 3
2021-11-21 17:36:00 [-70]  T[136]  [Egypt]  Stability Category 3 is 0
2021-11-21 17:36:00 [-70]  T[136]  [Egypt]  Stability Category 4 is -1
2021-11-21 17:36:00 [-25]  T[139]  [Rome]  Stability is -7
2021-11-21 17:36:00 [-25]  T[139]  [Rome]  Stability Category 0 is -6
2021-11-21 17:36:00 [-25]  T[139]  [Rome]  Stability Category 1 is -6
2021-11-21 17:36:00 [-25]  T[139]  [Rome]  Stability Category 2 is 8
2021-11-21 17:36:00 [-25]  T[139]  [Rome]  Stability Category 3 is -1
2021-11-21 17:36:00 [-25]  T[139]  [Rome]  Stability Category 4 is -2
2021-11-21 17:36:00 [-25]  T[139]  [Carthage]  Stability is 10
2021-11-21 17:36:00 [-25]  T[139]  [Carthage]  New Stability Level is 3
2021-11-21 17:36:00 [-25]  T[139]  [Carthage]  Stability Category 0 is 0
2021-11-21 17:36:00 [-25]  T[139]  [Carthage]  Stability Category 1 is 6
2021-11-21 17:36:00 [-25]  T[139]  [Carthage]  Stability Category 2 is 7
2021-11-21 17:36:00 [-25]  T[139]  [Carthage]  Stability Category 3 is 0
2021-11-21 17:36:00 [-25]  T[139]  [Carthage]  Stability Category 4 is -3
2021-11-21 17:36:00 [-25]  T[139]  [Egypt]  Stability is 2
2021-11-21 17:36:00 [-25]  T[139]  [Egypt]  Stability Category 0 is 1
2021-11-21 17:36:00 [-25]  T[139]  [Egypt]  Stability Category 1 is 0
2021-11-21 17:36:00 [-25]  T[139]  [Egypt]  Stability Category 2 is 2
2021-11-21 17:36:00 [-25]  T[139]  [Egypt]  Stability Category 3 is 0
2021-11-21 17:36:00 [-25]  T[139]  [Egypt]  Stability Category 4 is -1
2021-11-21 17:36:00 [-10]  T[140]  [China]  Stability is 14
2021-11-21 17:36:00 [-10]  T[140]  [China]  Stability Category 0 is 1
2021-11-21 17:36:00 [-10]  T[140]  [China]  Stability Category 1 is 6
2021-11-21 17:36:00 [-10]  T[140]  [China]  Stability Category 2 is 8
2021-11-21 17:36:00 [-10]  T[140]  [China]  Stability Category 3 is 0
2021-11-21 17:36:00 [-10]  T[140]  [China]  Stability Category 4 is -1
2021-11-21 17:36:00 [-10]  T[140]  Resurrection Check Turn Left:131
2021-11-21 17:36:00 [5]  T[141]  [India]  Stability is 20
2021-11-21 17:36:00 [5]  T[141]  [India]  New Stability Level is 4
2021-11-21 17:36:00 [5]  T[141]  [India]  Stability Category 0 is 2
2021-11-21 17:36:00 [5]  T[141]  [India]  Stability Category 1 is 9
2021-11-21 17:36:00 [5]  T[141]  [India]  Stability Category 2 is 9
2021-11-21 17:36:00 [5]  T[141]  [India]  Stability Category 3 is 0
2021-11-21 17:36:00 [5]  T[141]  [India]  Stability Category 4 is 0
2021-11-21 17:36:00 [5]  T[141]  [China]  Stability is 15
2021-11-21 17:36:00 [5]  T[141]  [China]  Stability Category 0 is 1
2021-11-21 17:36:00 [5]  T[141]  [China]  Stability Category 1 is 6
2021-11-21 17:36:00 [5]  T[141]  [China]  Stability Category 2 is 8
2021-11-21 17:36:00 [5]  T[141]  [China]  Stability Category 3 is 0
2021-11-21 17:36:00 [5]  T[141]  [China]  Stability Category 4 is 0
2021-11-21 17:36:00 [5]  T[141]  [Carthage]  Stability is 10
2021-11-21 17:36:00 [5]  T[141]  [Carthage]  Stability Category 0 is 0
2021-11-21 17:36:00 [5]  T[141]  [Carthage]  Stability Category 1 is 6
2021-11-21 17:36:00 [5]  T[141]  [Carthage]  Stability Category 2 is 7
2021-11-21 17:36:00 [5]  T[141]  [Carthage]  Stability Category 3 is 0
2021-11-21 17:36:00 [5]  T[141]  [Carthage]  Stability Category 4 is -3
2021-11-21 17:36:00 [20]  T[142]  [Egypt]  Stability is 3
2021-11-21 17:36:00 [20]  T[142]  [Egypt]  Stability Category 0 is 1
2021-11-21 17:36:00 [20]  T[142]  [Egypt]  Stability Category 1 is 0
2021-11-21 17:36:00 [20]  T[142]  [Egypt]  Stability Category 2 is 3
2021-11-21 17:36:00 [20]  T[142]  [Egypt]  Stability Category 3 is 0
2021-11-21 17:36:00 [20]  T[142]  [Egypt]  Stability Category 4 is -1
2021-11-21 17:36:00 [20]  T[142]  [Rome]  Stability is -4
2021-11-21 17:36:00 [20]  T[142]  [Rome]  Stability Category 0 is -3
2021-11-21 17:36:00 [20]  T[142]  [Rome]  Stability Category 1 is -6
2021-11-21 17:36:00 [20]  T[142]  [Rome]  Stability Category 2 is 8
2021-11-21 17:36:00 [20]  T[142]  [Rome]  Stability Category 3 is -1
2021-11-21 17:36:00 [20]  T[142]  [Rome]  Stability Category 4 is -2
2021-11-21 17:36:00 [20]  T[142]  [Ethiopia]  Stability is 17
2021-11-21 17:36:00 [20]  T[142]  [Ethiopia]  New Stability Level is 3
2021-11-21 17:36:00 [20]  T[142]  [Ethiopia]  Stability Category 0 is 1
2021-11-21 17:36:00 [20]  T[142]  [Ethiopia]  Stability Category 1 is 12
2021-11-21 17:36:00 [20]  T[142]  [Ethiopia]  Stability Category 2 is 4
2021-11-21 17:36:00 [20]  T[142]  [Ethiopia]  Stability Category 3 is 0
2021-11-21 17:36:00 [20]  T[142]  [Ethiopia]  Stability Category 4 is 0
2021-11-21 17:36:00 [35]  T[143]  [Egypt]  Stability is 2
2021-11-21 17:36:00 [35]  T[143]  [Egypt]  Stability Category 0 is 0
2021-11-21 17:36:00 [35]  T[143]  [Egypt]  Stability Category 1 is 0
2021-11-21 17:36:00 [35]  T[143]  [Egypt]  Stability Category 2 is 3
2021-11-21 17:36:00 [35]  T[143]  [Egypt]  Stability Category 3 is 0
2021-11-21 17:36:00 [35]  T[143]  [Egypt]  Stability Category 4 is -1
2021-11-21 17:36:00 [35]  T[143]  [Rome]  Stability is -11
2021-11-21 17:36:00 [35]  T[143]  [Rome]  Stability Category 0 is -11
2021-11-21 17:36:00 [35]  T[143]  [Rome]  Stability Category 1 is -6
2021-11-21 17:36:00 [35]  T[143]  [Rome]  Stability Category 2 is 8
2021-11-21 17:36:00 [35]  T[143]  [Rome]  Stability Category 3 is -1
2021-11-21 17:36:00 [35]  T[143]  [Rome]  Stability Category 4 is -1
2021-11-21 17:36:00 [50]  T[144]  [China]  Stability is 17
2021-11-21 17:36:00 [50]  T[144]  [China]  Stability Category 0 is 1
2021-11-21 17:36:00 [50]  T[144]  [China]  Stability Category 1 is 9
2021-11-21 17:36:00 [50]  T[144]  [China]  Stability Category 2 is 8
2021-11-21 17:36:00 [50]  T[144]  [China]  Stability Category 3 is -1
2021-11-21 17:36:00 [50]  T[144]  [China]  Stability Category 4 is 0
2021-11-21 17:36:00 [50]  T[144]  [India]  Stability is 16
2021-11-21 17:36:00 [50]  T[144]  [India]  Stability Category 0 is 4
2021-11-21 17:36:00 [50]  T[144]  [India]  Stability Category 1 is 3
2021-11-21 17:36:00 [50]  T[144]  [India]  Stability Category 2 is 9
2021-11-21 17:36:00 [50]  T[144]  [India]  Stability Category 3 is 0
2021-11-21 17:36:00 [50]  T[144]  [India]  Stability Category 4 is 0
2021-11-21 17:36:00 [80]  T[146]  [China]  Stability is 9
2021-11-21 17:36:00 [80]  T[146]  [China]  Stability Category 0 is 1
2021-11-21 17:36:00 [80]  T[146]  [China]  Stability Category 1 is 3
2021-11-21 17:36:00 [80]  T[146]  [China]  Stability Category 2 is 6
2021-11-21 17:36:00 [80]  T[146]  [China]  Stability Category 3 is -1
2021-11-21 17:36:00 [80]  T[146]  [China]  Stability Category 4 is 0
2021-11-21 17:36:00 [80]  T[146]  [Tamils]  Stability is 17
2021-11-21 17:36:00 [80]  T[146]  [Tamils]  New Stability Level is 3
2021-11-21 17:36:00 [80]  T[146]  [Tamils]  Stability Category 0 is 0
2021-11-21 17:36:00 [80]  T[146]  [Tamils]  Stability Category 1 is 6
2021-11-21 17:36:00 [80]  T[146]  [Tamils]  Stability Category 2 is 11
2021-11-21 17:36:00 [80]  T[146]  [Tamils]  Stability Category 3 is 0
2021-11-21 17:36:00 [80]  T[146]  [Tamils]  Stability Category 4 is 0
2021-11-21 17:36:00 [95]  T[147]  [Carthage]  Stability is 1
2021-11-21 17:36:00 [95]  T[147]  [Carthage]  Stability Category 0 is 0
2021-11-21 17:36:00 [95]  T[147]  [Carthage]  Stability Category 1 is 0
2021-11-21 17:36:00 [95]  T[147]  [Carthage]  Stability Category 2 is 6
2021-11-21 17:36:00 [95]  T[147]  [Carthage]  Stability Category 3 is 0
2021-11-21 17:36:00 [95]  T[147]  [Carthage]  Stability Category 4 is -5
2021-11-21 17:36:00 [110]  T[148]  [China]  Stability is 5
2021-11-21 17:36:00 [110]  T[148]  [China]  Stability Category 0 is 0
2021-11-21 17:36:00 [110]  T[148]  [China]  Stability Category 1 is 0
2021-11-21 17:36:00 [110]  T[148]  [China]  Stability Category 2 is 5
2021-11-21 17:36:00 [110]  T[148]  [China]  Stability Category 3 is 0
2021-11-21 17:36:00 [110]  T[148]  [China]  Stability Category 4 is 0
2021-11-21 17:36:00 [110]  T[148]  [Carthage]  Stability is 0
2021-11-21 17:36:00 [110]  T[148]  [Carthage]  Stability Category 0 is 0
2021-11-21 17:36:00 [110]  T[148]  [Carthage]  Stability Category 1 is 0
2021-11-21 17:36:00 [110]  T[148]  [Carthage]  Stability Category 2 is 6
2021-11-21 17:36:00 [110]  T[148]  [Carthage]  Stability Category 3 is 0
2021-11-21 17:36:00 [110]  T[148]  [Carthage]  Stability Category 4 is -6
2021-11-21 17:36:00 [110]  T[148]  [Egypt]  Stability is -2
2021-11-21 17:36:00 [110]  T[148]  [Egypt]  Stability Category 0 is 0
2021-11-21 17:36:00 [110]  T[148]  [Egypt]  Stability Category 1 is 0
2021-11-21 17:36:00 [110]  T[148]  [Egypt]  Stability Category 2 is 1
2021-11-21 17:36:00 [110]  T[148]  [Egypt]  Stability Category 3 is 0
2021-11-21 17:36:00 [110]  T[148]  [Egypt]  Stability Category 4 is -3
2021-11-21 17:36:00 [125]  T[149]  [China]  Stability is 5
2021-11-21 17:36:00 [125]  T[149]  [China]  Stability Category 0 is 0
2021-11-21 17:36:00 [125]  T[149]  [China]  Stability Category 1 is 0
2021-11-21 17:36:00 [125]  T[149]  [China]  Stability Category 2 is 5
2021-11-21 17:36:00 [125]  T[149]  [China]  Stability Category 3 is 0
2021-11-21 17:36:00 [125]  T[149]  [China]  Stability Category 4 is 0
2021-11-21 17:36:00 [125]  T[149]  [Carthage]  Stability is 0
2021-11-21 17:36:00 [125]  T[149]  [Carthage]  Stability Category 0 is 0
2021-11-21 17:36:00 [125]  T[149]  [Carthage]  Stability Category 1 is 0
2021-11-21 17:36:00 [125]  T[149]  [Carthage]  Stability Category 2 is 6
2021-11-21 17:36:00 [125]  T[149]  [Carthage]  Stability Category 3 is 0
2021-11-21 17:36:00 [125]  T[149]  [Carthage]  Stability Category 4 is -6
2021-11-21 17:36:00 [125]  T[149]  [Maya]  Stability is 6
2021-11-21 17:36:00 [125]  T[149]  [Maya]  Stability Category 0 is 0
2021-11-21 17:36:00 [125]  T[149]  [Maya]  Stability Category 1 is 0
2021-11-21 17:36:00 [125]  T[149]  [Maya]  Stability Category 2 is 6
2021-11-21 17:36:00 [125]  T[149]  [Maya]  Stability Category 3 is 0
2021-11-21 17:36:00 [125]  T[149]  [Maya]  Stability Category 4 is 0
2021-11-21 17:36:00 [140]  T[150]  [Rome]  Stability is -3
2021-11-21 17:36:00 [140]  T[150]  [Rome]  Stability Category 0 is -6
2021-11-21 17:36:00 [140]  T[150]  [Rome]  Stability Category 1 is 0
2021-11-21 17:36:00 [140]  T[150]  [Rome]  Stability Category 2 is 5
2021-11-21 17:36:00 [140]  T[150]  [Rome]  Stability Category 3 is -1
2021-11-21 17:36:00 [140]  T[150]  [Rome]  Stability Category 4 is -1
2021-11-21 17:36:00 [140]  T[150]  Resurrection Check Turn Left:141
2021-11-21 17:36:00 [155]  T[151]  [China]  Stability is 8
2021-11-21 17:36:00 [155]  T[151]  [China]  Stability Category 0 is 0
2021-11-21 17:36:00 [155]  T[151]  [China]  Stability Category 1 is 3
2021-11-21 17:36:00 [155]  T[151]  [China]  Stability Category 2 is 5
2021-11-21 17:36:00 [155]  T[151]  [China]  Stability Category 3 is 0
2021-11-21 17:36:00 [155]  T[151]  [China]  Stability Category 4 is 0
2021-11-21 17:36:00 [155]  T[151]  [India]  Stability is 9
2021-11-21 17:36:00 [155]  T[151]  [India]  Stability Category 0 is 3
2021-11-21 17:36:00 [155]  T[151]  [India]  Stability Category 1 is -3
2021-11-21 17:36:00 [155]  T[151]  [India]  Stability Category 2 is 9
2021-11-21 17:36:00 [155]  T[151]  [India]  Stability Category 3 is 0
2021-11-21 17:36:00 [155]  T[151]  [India]  Stability Category 4 is 0
2021-11-21 17:36:00 [155]  T[151]  [Polynesia]  Stability is 2
2021-11-21 17:36:00 [155]  T[151]  [Polynesia]  New Stability Level is 2
2021-11-21 17:36:00 [155]  T[151]  [Polynesia]  Stability Category 0 is 0
2021-11-21 17:36:00 [155]  T[151]  [Polynesia]  Stability Category 1 is 0
2021-11-21 17:36:00 [155]  T[151]  [Polynesia]  Stability Category 2 is 2
2021-11-21 17:36:00 [155]  T[151]  [Polynesia]  Stability Category 3 is 0
2021-11-21 17:36:00 [155]  T[151]  [Polynesia]  Stability Category 4 is 0
2021-11-21 17:38:08 [185]  T[153]  [Tamils]  Stability is 22
2021-11-21 17:38:08 [185]  T[153]  [Tamils]  New Stability Level is 4
2021-11-21 17:38:08 [185]  T[153]  [Tamils]  Stability Category 0 is 0
2021-11-21 17:38:08 [185]  T[153]  [Tamils]  Stability Category 1 is 12
2021-11-21 17:38:08 [185]  T[153]  [Tamils]  Stability Category 2 is 11
2021-11-21 17:38:08 [185]  T[153]  [Tamils]  Stability Category 3 is 0
2021-11-21 17:38:08 [185]  T[153]  [Tamils]  Stability Category 4 is -1
2021-11-21 17:38:08 [200]  T[154]  [China]  Stability is -6
2021-11-21 17:38:08 [200]  T[154]  [China]  Stability Category 0 is 0
2021-11-21 17:38:08 [200]  T[154]  [China]  Stability Category 1 is 9
2021-11-21 17:38:08 [200]  T[154]  [China]  Stability Category 2 is -15
2021-11-21 17:38:08 [200]  T[154]  [China]  Stability Category 3 is 0
2021-11-21 17:38:08 [200]  T[154]  [China]  Stability Category 4 is 0
2021-11-21 17:38:08 [200]  T[154]  [Carthage]  Stability is 6
2021-11-21 17:38:08 [200]  T[154]  [Carthage]  Stability Category 0 is 0
2021-11-21 17:38:08 [200]  T[154]  [Carthage]  Stability Category 1 is 6
2021-11-21 17:38:08 [200]  T[154]  [Carthage]  Stability Category 2 is 6
2021-11-21 17:38:08 [200]  T[154]  [Carthage]  Stability Category 3 is 0
2021-11-21 17:38:08 [200]  T[154]  [Carthage]  Stability Category 4 is -6
2021-11-21 17:38:08 [200]  T[154]  [Ethiopia]  Stability is 15
2021-11-21 17:38:08 [200]  T[154]  [Ethiopia]  Stability Category 0 is 0
2021-11-21 17:38:08 [200]  T[154]  [Ethiopia]  Stability Category 1 is 9
2021-11-21 17:38:08 [200]  T[154]  [Ethiopia]  Stability Category 2 is 6
2021-11-21 17:38:08 [200]  T[154]  [Ethiopia]  Stability Category 3 is 0
2021-11-21 17:38:08 [200]  T[154]  [Ethiopia]  Stability Category 4 is 0
2021-11-21 17:38:08 [215]  T[155]  [India]  Stability is 4
2021-11-21 17:38:08 [215]  T[155]  [India]  Stability Category 0 is 4
2021-11-21 17:38:08 [215]  T[155]  [India]  Stability Category 1 is -9
2021-11-21 17:38:08 [215]  T[155]  [India]  Stability Category 2 is 9
2021-11-21 17:38:08 [215]  T[155]  [India]  Stability Category 3 is 0
2021-11-21 17:38:08 [215]  T[155]  [India]  Stability Category 4 is 0
2021-11-21 17:38:08 [230]  T[156]  [China]  Stability is 0
2021-11-21 17:38:08 [230]  T[156]  [China]  Stability Category 0 is 0
2021-11-21 17:38:08 [230]  T[156]  [China]  Stability Category 1 is 9
2021-11-21 17:38:08 [230]  T[156]  [China]  Stability Category 2 is -9
2021-11-21 17:38:08 [230]  T[156]  [China]  Stability Category 3 is 0
2021-11-21 17:38:08 [230]  T[156]  [China]  Stability Category 4 is 0
2021-11-21 17:38:08 [230]  T[156]  [Rome]  Stability is -1
2021-11-21 17:38:08 [230]  T[156]  [Rome]  Stability Category 0 is -10
2021-11-21 17:38:08 [230]  T[156]  [Rome]  Stability Category 1 is 6
2021-11-21 17:38:08 [230]  T[156]  [Rome]  Stability Category 2 is 4
2021-11-21 17:38:08 [230]  T[156]  [Rome]  Stability Category 3 is -1
2021-11-21 17:38:08 [230]  T[156]  [Rome]  Stability Category 4 is 0
2021-11-21 17:38:08 [260]  T[158]  [China]  Stability is 0
2021-11-21 17:38:08 [260]  T[158]  [China]  Stability Category 0 is 0
2021-11-21 17:38:08 [260]  T[158]  [China]  Stability Category 1 is 9
2021-11-21 17:38:08 [260]  T[158]  [China]  Stability Category 2 is -9
2021-11-21 17:38:08 [260]  T[158]  [China]  Stability Category 3 is 0
2021-11-21 17:38:08 [260]  T[158]  [China]  Stability Category 4 is 0
2021-11-21 17:38:08 [260]  T[158]  [India]  Stability is -3
2021-11-21 17:38:08 [260]  T[158]  [India]  Stability Category 0 is 3
2021-11-21 17:38:08 [260]  T[158]  [India]  Stability Category 1 is -15
2021-11-21 17:38:08 [260]  T[158]  [India]  Stability Category 2 is 9
2021-11-21 17:38:08 [260]  T[158]  [India]  Stability Category 3 is 0
2021-11-21 17:38:08 [260]  T[158]  [India]  Stability Category 4 is 0
2021-11-21 17:38:08 [260]  T[158]  [Maya]  Stability is 6
2021-11-21 17:38:08 [260]  T[158]  [Maya]  Stability Category 0 is 0
2021-11-21 17:38:08 [260]  T[158]  [Maya]  Stability Category 1 is 0
2021-11-21 17:38:08 [260]  T[158]  [Maya]  Stability Category 2 is 6
2021-11-21 17:38:08 [260]  T[158]  [Maya]  Stability Category 3 is 0
2021-11-21 17:38:08 [260]  T[158]  [Maya]  Stability Category 4 is 0
2021-11-21 17:38:08 [260]  T[158]  [Tamils]  Stability is 19
2021-11-21 17:38:08 [260]  T[158]  [Tamils]  Stability Category 0 is 0
2021-11-21 17:38:08 [260]  T[158]  [Tamils]  Stability Category 1 is 9
2021-11-21 17:38:08 [260]  T[158]  [Tamils]  Stability Category 2 is 11
2021-11-21 17:38:08 [260]  T[158]  [Tamils]  Stability Category 3 is 0
2021-11-21 17:38:08 [260]  T[158]  [Tamils]  Stability Category 4 is -1
2021-11-21 17:38:08 [275]  T[159]  [China]  Stability is 0
2021-11-21 17:38:08 [275]  T[159]  [China]  Stability Category 0 is 0
2021-11-21 17:38:08 [275]  T[159]  [China]  Stability Category 1 is 9
2021-11-21 17:38:08 [275]  T[159]  [China]  Stability Category 2 is -9
2021-11-21 17:38:08 [275]  T[159]  [China]  Stability Category 3 is 0
